,MAE
"('N-HEX-01', 'QUINO-01')",7.104466574934917
"('N-HEX-01', 'DIETH-04')",4.9186015696263405
"('N-HEX-01', 'TRI-N-01')",17.920861579134158
"('N-HEX-01', 'CYCLO-04')",0.3079073739798414
"('N-HEX-01', '3-MET-01')",0.09822958806445269
"('N-HEX-01', 'TRICH-01')",0.21514109482154767
"('N-HEX-01', 'CYCLO-05')",5.939516567488269
"('N-HEX-01', 'N-HEX-03')",4.167386294505352
"('N-HEX-01', 'TRI-O-01')",35.71952044209906
"('N-HEX-01', '1-OCT-03')",6.746683543161081
"('N-HEX-01', 'N-HEX-04')",10.98324848101299
"('N-HEX-01', 'METHY-10')",7.179474881931618
"('N-HEX-01', 'BROMO-01')",1.485734886368536
"('N-HEX-01', 'CARBO-02')",0.7499172196103211
"('N-HEX-01', 'TRANS-01')",
"('N-HEX-01', '2-MET-05')",3.9198533001522002
"('N-HEX-01', 'N-DOD-01')",1.8236239406320804
"('N-HEX-01', 'N-PEN-02')",1.6411535031473037
"('N-HEX-01', 'TERT--02')",1.7163415554696222
"('N-HEX-01', 'PIMEL-01')",14.63121840111759
"('N-HEX-01', 'STYRE-01')",2.8974170397156036
"('N-HEX-01', '2:2-D-01')",0.27518754855507876
"('N-HEX-01', 'BUTYR-01')",2.4514233020641307
"('N-HEX-01', 'CYCLO-06')",
"('N-HEX-01', '1:6-H-01')",22.82164806817467
"('N-HEX-01', 'GLYCE-01')",24.408409822121385
"('N-HEX-01', 'BENZO-01')",59.786041487994446
"('N-HEX-01', 'SEBAC-01')",13.902048490949829
"('N-HEX-01', 'NITRO-03')",3.932812680034117
"('N-HEX-01', 'LACTI-01')",21.73746044679545
"('N-HEX-01', 'PHENA-01')",17.36087354241319
"('N-HEX-01', '2:3-D-01')",0.15399453794238602
"('N-HEX-01', '2-MET-06')",0.1961123785766419
"('N-HEX-01', 'STEAR-01')",2.9337424302136337
"('N-HEX-01', 'BEHEN-01')",8.908847151758055
"('N-HEX-01', 'FORMA-01')",135.81444852648414
"('N-HEX-01', 'DIBUT-02')",9.807037848006969
"('N-HEX-01', 'DODEC-01')",3.480034333474742
"('N-HEX-01', 'GAMMA-01')",17.833809350960443
"('N-HEX-01', '1:2:2-01')",76.41153461617121
"('N-HEX-01', '1-MET-01')",7.593720189632544
"('N-HEX-01', 'FLUOR-01')",0.22580486235994782
"('N-HEX-01', 'CYCLO-07')",1.7310498782991255
"('N-HEX-01', '1:2-D-02')",3.6425354627749447
"('N-HEX-01', 'CIS-1-01')",
"('N-HEX-01', 'N-DOT-01')",
"('N-HEX-01', 'FURAN')",225.57993977013405
"('N-HEX-01', 'BUTYL-01')",0.4292872979906888
"('N-HEX-01', 'ACETA-02')",12.222676248649828
"('N-HEX-01', '1-CHL-02')",1.6777050265874842
"('N-HEX-01', 'N-PRO-02')",1.523158959014184
"('N-HEX-01', '3-MET-03')",
"('N-HEX-01', 'METHY-11')",0.24461052707873032
"('N-HEX-01', '1:1:1-01')",0.06481758305550002
"('N-HEX-01', '1-NIT-01')",4.445057424758881
"('N-HEX-01', 'ETHYL-07')",4.108059914494151
"('N-HEX-01', 'ISOBU-02')",2.669923743494443
"('N-HEX-01', '2:3-D-02')",
"('N-HEX-01', 'N-DOC-01')",5.597335957751559
"('N-HEX-01', '1-HEX-03')",2.9972443969183966
"('N-HEX-01', '1:3-B-01')",5.048369511527978
"('N-HEX-01', 'BIS-C-01')",28.494973703234827
"('N-HEX-01', 'CAPRO-01')",22.692831624166356
"('N-HEX-01', 'CYCLO-08')",8.300911755635553
"('N-HEX-01', 'CYCLO-09')",2.858473095916004
"('N-HEX-01', '1-BUT-01')",1.9410649614128586
"('N-HEX-01', 'GLUTA-01')",15.348161327584757
"('N-HEX-01', 'DIISO-02')",6.980266315509916
"('N-HEX-01', 'PROPA-01')",1.1471949041689544
"('N-HEX-01', '1-TET-01')",6.440201589770427
"('N-HEX-01', '1-EIC-01')",6.728310835307924
"('N-HEX-01', 'BENZY-01')",5.255657883367157
"('N-HEX-01', 'TRANS-02')",1.752921303326565
"('N-HEX-01', 'N-BUT-04')",0.15365504232282706
"('N-HEX-01', 'ISOPR-02')",0.9680442378978775
"('N-HEX-01', 'GLYCE-02')",12.954424060366259
"('N-HEX-01', 'ISOBU-03')",1.5518743293471664
"('N-HEX-01', '1-DEC-01')",1.3006457632640838
"('N-HEX-01', 'DIOCT-01')",5.262496350211819
"('N-HEX-01', 'ADIPO-01')",12.060651075733693
"('N-HEX-01', '2-MET-07')",0.5778220985899505
"('N-HEX-01', '1-OCT-04')",3.549096731169527
"('N-HEX-01', '2:2-D-02')",
"('N-HEX-01', 'N-BUT-05')",0.4170814588198388
"('N-HEX-01', '1-HEP-02')",
"('N-HEX-01', 'TERT--03')",0.33372426757492896
"('N-HEX-01', 'BENZY-02')",
"('N-HEX-01', '3-MET-04')",0.43332813331438713
"('N-HEX-01', '2:2:4-02')",
"('N-HEX-01', 'CIS-D-01')",1.3926302140108882
"('N-HEX-01', '1-ETH-01')",
"('N-HEX-01', 'D-LIM-01')",1.1981250570763395
"('N-HEX-01', '2-NIT-01')",2.163622805989306
"('BENZE-01', 'N-HEP-01')",0.2128936987820875
"('BENZE-01', 'CYCLO-01')",0.11240008561835015
"('BENZE-01', 'N-OCT-01')",0.693953496712836
"('BENZE-01', 'TOLUE-01')",0.08902153955786664
"('BENZE-01', 'METHY-02')",0.24826726391308115
"('BENZE-01', '1-HEX-01')",0.1510754369734961
"('BENZE-01', 'ETHYL-01')",0.5475965426448897
"('BENZE-01', 'N-PEN-01')",0.4866863403523565
"('BENZE-01', '1-HEP-01')",0.1882699943784205
"('BENZE-01', 'ETHAN-01')",0.44281104549126105
"('BENZE-01', 'METHA-01')",0.9595527193243968
"('BENZE-01', '1-OCT-01')",0.32643078388870844
"('BENZE-01', 'N-NON-01')",1.3014168516896587
"('BENZE-01', 'CYCLO-02')",0.26426032185516063
"('BENZE-01', 'METHY-01')",0.06263160860629512
"('BENZE-01', 'ACETO-01')",0.7145435335120527
"('BENZE-01', 'ETHYL-02')",0.2186570253437666
"('BENZE-01', 'N-HEX-02')",4.921505819642352
"('BENZE-01', 'SQUAL-01')",13.301178204300191
"('BENZE-01', 'CHLOR-01')",0.13636379922774114
"('BENZE-01', 'N-BUT-01')",1.282548355903665
"('BENZE-01', 'CARBO-01')",0.11546805917464639
"('BENZE-01', 'ETHYL-03')",0.24436534905107732
"('BENZE-01', '1-PRO-01')",0.4111811706365417
"('BENZE-01', 'ACETO-02')",0.521791772415501
"('BENZE-01', 'P-XYL-01')",0.4692003073631682
"('BENZE-01', 'M-XYL-01')",0.41729347393169464
