,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
15378,Butyronitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.3402504226184837,Brouwer
15379,Butyronitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,1.2781522025001877,Brouwer
15380,Butyronitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,1.2178757094949273,Brouwer
15381,Chloroform,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.1906203596086497,Brouwer
15382,Chloroform,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.1655144384775733,Brouwer
15383,Chloroform,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.1397619423751586,Brouwer
15384,Chloroform,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.1222176327242491,Brouwer
15385,Diethyl ether,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.1397619423751586,Brouwer
15386,Diethyl ether,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.131028262406404,Brouwer
15387,Diethyl ether,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.1133286853070032,Brouwer
15388,Diethyl ether,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.0861776962410524,Brouwer
15389,Ethanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,2.631888840136646,Brouwer
15390,Ethanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,2.563409711275944,Brouwer
15391,Ethanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,2.47232786758114,Brouwer
15392,Ethyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.418710334858185,Brouwer
15393,Ethyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.3435897043900768,Brouwer
15394,Ethyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.2851789422336624,Brouwer
15395,Ethyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.2700271372130602,Brouwer
15396,Methyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",COC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.4824261492442928,Brouwer
15397,Methyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",COC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.4054651081081644,Brouwer
15398,Methyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",COC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.3576744442718159,Brouwer
15399,Methyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",COC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.3435897043900768,Brouwer
15400,Propionitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.3862943611198906,Brouwer
15401,Propionitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,1.3297240096314962,Brouwer
15402,Propionitrile,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC#N,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,1.2556160374777745,Brouwer
15403,Propyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.4317824164255378,Brouwer
15404,Propyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.3435897043900768,Brouwer
15405,Propyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.29266961396282,Brouwer
15406,Propyl acetate,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCOC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.2851789422336624,Brouwer
15407,Tetrachloromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.048790164169432,Brouwer
15408,Tetrachloromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.0198026272961797,Brouwer
15409,Tetrachloromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.0198026272961797,Brouwer
15410,Tetrachloromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",ClC(Cl)(Cl)Cl,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.009950330853168,Brouwer
15411,Toluene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",Cc1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.2311117209633866,Brouwer
15412,Toluene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",Cc1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.2070141693843261,Brouwer
15413,Toluene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",Cc1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.1655144384775733,Brouwer
15414,Toluene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",Cc1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.1570037488096647,Brouwer
15415,nitromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C[N+](=O)[O-],CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,2.005525858729668,Brouwer
15416,nitromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C[N+](=O)[O-],CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.9344157696295785,Brouwer
15417,nitromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C[N+](=O)[O-],CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,1.851599469584072,Brouwer
15418,nitromethane,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C[N+](=O)[O-],CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,1.766441661243765,Brouwer
15419,1-hexene,2-pyrrolidone,C=CCCCC,O=C1CCCN1,303.15,3.0081547935525483,Brouwer
15420,1-hexene,2-pyrrolidone,C=CCCCC,O=C1CCCN1,313.15,2.963725477418905,Brouwer
15421,1-hexene,2-pyrrolidone,C=CCCCC,O=C1CCCN1,323.15,2.9161477942111484,Brouwer
15422,1-hexene,2-pyrrolidone,C=CCCCC,O=C1CCCN1,333.15,2.8752581200861167,Brouwer
15423,1-octene,2-pyrrolidone,C=CCCCCCC,O=C1CCCN1,303.15,3.59922823216129,Brouwer
15424,1-octene,2-pyrrolidone,C=CCCCCCC,O=C1CCCN1,313.15,3.5260663637080247,Brouwer
15425,1-octene,2-pyrrolidone,C=CCCCCCC,O=C1CCCN1,323.15,3.4638591427868666,Brouwer
15426,1-octene,2-pyrrolidone,C=CCCCCCC,O=C1CCCN1,333.15,3.40552135314221,Brouwer
15427,1-pentene,2-pyrrolidone,C=CCCC,O=C1CCCN1,303.15,2.776954179749421,Brouwer
15428,1-pentene,2-pyrrolidone,C=CCCC,O=C1CCCN1,313.15,2.727199019940971,Brouwer
15429,1-pentene,2-pyrrolidone,C=CCCC,O=C1CCCN1,323.15,2.681021528714291,Brouwer
15430,1-pentene,2-pyrrolidone,C=CCCC,O=C1CCCN1,333.15,2.637627736805664,Brouwer
15431,2-Butanone,2-pyrrolidone,CCC(C)=O,O=C1CCCN1,303.15,1.0314035389746596,Brouwer
15432,2-Butanone,2-pyrrolidone,CCC(C)=O,O=C1CCCN1,313.15,1.013417442604878,Brouwer
15433,2-Butanone,2-pyrrolidone,CCC(C)=O,O=C1CCCN1,323.15,0.9969486348916096,Brouwer
15434,2-Butanone,2-pyrrolidone,CCC(C)=O,O=C1CCCN1,333.15,0.9820784724121582,Brouwer
15435,2-Pentanone,2-pyrrolidone,CCCC(C)=O,O=C1CCCN1,303.15,1.2728456686123115,Brouwer
15436,2-Pentanone,2-pyrrolidone,CCCC(C)=O,O=C1CCCN1,313.15,1.2578926463153663,Brouwer
15437,2-Pentanone,2-pyrrolidone,CCCC(C)=O,O=C1CCCN1,323.15,1.2438663679876123,Brouwer
15438,2-Pentanone,2-pyrrolidone,CCCC(C)=O,O=C1CCCN1,333.15,1.2305173595480483,Brouwer
15439,Acetone,2-pyrrolidone,CC(C)=O,O=C1CCCN1,303.15,0.8346467428336447,Brouwer
15440,Acetone,2-pyrrolidone,CC(C)=O,O=C1CCCN1,313.15,0.8175747589349974,Brouwer
15441,Acetone,2-pyrrolidone,CC(C)=O,O=C1CCCN1,323.15,0.8020015854720274,Brouwer
15442,Acetone,2-pyrrolidone,CC(C)=O,O=C1CCCN1,333.15,0.7866375236472842,Brouwer
15443,Benzene,2-pyrrolidone,c1ccccc1,O=C1CCCN1,303.15,1.032828548122107,Brouwer
15444,Benzene,2-pyrrolidone,c1ccccc1,O=C1CCCN1,313.15,1.0385083645984043,Brouwer
15445,Benzene,2-pyrrolidone,c1ccccc1,O=C1CCCN1,323.15,1.0448598326688627,Brouwer
15446,Benzene,2-pyrrolidone,c1ccccc1,O=C1CCCN1,333.15,1.0487215190546446,Brouwer
15447,Chloroform,2-pyrrolidone,ClC(Cl)Cl,O=C1CCCN1,303.15,-0.6273594400219421,Brouwer
15448,Chloroform,2-pyrrolidone,ClC(Cl)Cl,O=C1CCCN1,313.15,-0.5259392615760389,Brouwer
15449,Chloroform,2-pyrrolidone,ClC(Cl)Cl,O=C1CCCN1,323.15,-0.4261781497057059,Brouwer
15450,Chloroform,2-pyrrolidone,ClC(Cl)Cl,O=C1CCCN1,333.15,-0.3382738585678411,Brouwer
15451,Cyclohexane,2-pyrrolidone,C1CCCCC1,O=C1CCCN1,303.15,3.2003044392827653,Brouwer
15452,Cyclohexane,2-pyrrolidone,C1CCCCC1,O=C1CCCN1,313.15,3.1161784266298582,Brouwer
15453,Cyclohexane,2-pyrrolidone,C1CCCCC1,O=C1CCCN1,323.15,3.035914063186823,Brouwer
15454,Cyclohexane,2-pyrrolidone,C1CCCCC1,O=C1CCCN1,333.15,2.9652730660692823,Brouwer
15455,Cyclopentane,2-pyrrolidone,C1CCCC1,O=C1CCCN1,303.15,2.8437459165561094,Brouwer
15456,Cyclopentane,2-pyrrolidone,C1CCCC1,O=C1CCCN1,313.15,2.771963526845863,Brouwer
15457,Cyclopentane,2-pyrrolidone,C1CCCC1,O=C1CCCN1,323.15,2.714694743820879,Brouwer
15458,Cyclopentane,2-pyrrolidone,C1CCCC1,O=C1CCCN1,333.15,2.646883765864722,Brouwer
15459,Di-iso-propyl ether,2-pyrrolidone,CC(C)OC(C)C,O=C1CCCN1,303.15,2.667922410011431,Brouwer
15460,Di-iso-propyl ether,2-pyrrolidone,CC(C)OC(C)C,O=C1CCCN1,313.15,2.632608005935352,Brouwer
15461,Di-iso-propyl ether,2-pyrrolidone,CC(C)OC(C)C,O=C1CCCN1,323.15,2.589266665112243,Brouwer
15462,Di-iso-propyl ether,2-pyrrolidone,CC(C)OC(C)C,O=C1CCCN1,333.15,2.558776498354456,Brouwer
15463,Dichloromethane,2-pyrrolidone,ClCCl,O=C1CCCN1,303.15,-0.1972321695297089,Brouwer
15464,Dichloromethane,2-pyrrolidone,ClCCl,O=C1CCCN1,313.15,-0.1473405878987091,Brouwer
15465,Dichloromethane,2-pyrrolidone,ClCCl,O=C1CCCN1,323.15,-0.0987159729391577,Brouwer
15466,Dichloromethane,2-pyrrolidone,ClCCl,O=C1CCCN1,333.15,-0.0502412164367467,Brouwer
15467,Diethyl ether,2-pyrrolidone,CCOCC,O=C1CCCN1,303.15,2.010894999144726,Brouwer
15468,Diethyl ether,2-pyrrolidone,CCOCC,O=C1CCCN1,313.15,1.9783773391928148,Brouwer
15469,Diethyl ether,2-pyrrolidone,CCOCC,O=C1CCCN1,323.15,1.948905658035112,Brouwer
15470,Diethyl ether,2-pyrrolidone,CCOCC,O=C1CCCN1,333.15,1.9246865126036865,Brouwer
15471,Ethanol,2-pyrrolidone,CCO,O=C1CCCN1,303.15,0.0582689081239758,Brouwer
15472,Ethanol,2-pyrrolidone,CCO,O=C1CCCN1,313.15,0.0468835858988504,Brouwer
15473,Ethanol,2-pyrrolidone,CCO,O=C1CCCN1,323.15,0.0353671438372913,Brouwer
15474,Ethanol,2-pyrrolidone,CCO,O=C1CCCN1,333.15,0.023716526617316,Brouwer
15475,Methanol,2-pyrrolidone,CO,O=C1CCCN1,303.15,-0.2957142441490452,Brouwer
15476,Methanol,2-pyrrolidone,CO,O=C1CCCN1,313.15,-0.2850189550322972,Brouwer
15477,Methanol,2-pyrrolidone,CO,O=C1CCCN1,323.15,-0.2757535015865071,Brouwer
15478,Methanol,2-pyrrolidone,CO,O=C1CCCN1,333.15,-0.2665731092415457,Brouwer
15479,Toluene,2-pyrrolidone,Cc1ccccc1,O=C1CCCN1,303.15,1.387293861452974,Brouwer
15480,Toluene,2-pyrrolidone,Cc1ccccc1,O=C1CCCN1,313.15,1.3952541024913625,Brouwer
15481,Toluene,2-pyrrolidone,Cc1ccccc1,O=C1CCCN1,323.15,1.4019216170055897,Brouwer
15482,Toluene,2-pyrrolidone,Cc1ccccc1,O=C1CCCN1,333.15,1.4078112045821405,Brouwer
15483,cyclohexene,2-pyrrolidone,C1=CCCCC1,O=C1CCCN1,303.15,2.528125768907977,Brouwer
15484,cyclohexene,2-pyrrolidone,C1=CCCCC1,O=C1CCCN1,313.15,2.469793011977952,Brouwer
15485,cyclohexene,2-pyrrolidone,C1=CCCCC1,O=C1CCCN1,323.15,2.411439497906128,Brouwer
15486,cyclohexene,2-pyrrolidone,C1=CCCCC1,O=C1CCCN1,333.15,2.363680192353857,Brouwer
15487,ethyl tert-butyl ether,2-pyrrolidone,CCOC(C)(C)C,O=C1CCCN1,303.15,2.5610957881455465,Brouwer
15488,ethyl tert-butyl ether,2-pyrrolidone,CCOC(C)(C)C,O=C1CCCN1,313.15,2.52011290552262,Brouwer
15489,ethyl tert-butyl ether,2-pyrrolidone,CCOC(C)(C)C,O=C1CCCN1,323.15,2.4790562361098245,Brouwer
15490,ethyl tert-butyl ether,2-pyrrolidone,CCOC(C)(C)C,O=C1CCCN1,333.15,2.4527277514237653,Brouwer
15491,ethylbenzene,2-pyrrolidone,CCc1ccccc1,O=C1CCCN1,303.15,1.7297067448250452,Brouwer
15492,ethylbenzene,2-pyrrolidone,CCc1ccccc1,O=C1CCCN1,313.15,1.7227665977411035,Brouwer
15493,ethylbenzene,2-pyrrolidone,CCc1ccccc1,O=C1CCCN1,323.15,1.715238331320312,Brouwer
15494,ethylbenzene,2-pyrrolidone,CCc1ccccc1,O=C1CCCN1,333.15,1.7076529599310557,Brouwer
15495,m-Xylene,2-pyrrolidone,Cc1cccc(C)c1,O=C1CCCN1,303.15,1.7974101407368692,Brouwer
15496,m-Xylene,2-pyrrolidone,Cc1cccc(C)c1,O=C1CCCN1,313.15,1.777998553978018,Brouwer
15497,m-Xylene,2-pyrrolidone,Cc1cccc(C)c1,O=C1CCCN1,323.15,1.760440785970628,Brouwer
15498,m-Xylene,2-pyrrolidone,Cc1cccc(C)c1,O=C1CCCN1,333.15,1.741693491554571,Brouwer
15499,methyl tert-butyl ether,2-pyrrolidone,COC(C)(C)C,O=C1CCCN1,303.15,2.108393363629604,Brouwer
15500,methyl tert-butyl ether,2-pyrrolidone,COC(C)(C)C,O=C1CCCN1,313.15,2.084180296027009,Brouwer
15501,methyl tert-butyl ether,2-pyrrolidone,COC(C)(C)C,O=C1CCCN1,323.15,2.061786606441115,Brouwer
15502,methyl tert-butyl ether,2-pyrrolidone,COC(C)(C)C,O=C1CCCN1,333.15,2.035359029109648,Brouwer
15503,methylcyclohexane,2-pyrrolidone,CC1CCCCC1,O=C1CCCN1,303.15,3.4622924810219664,Brouwer
15504,methylcyclohexane,2-pyrrolidone,CC1CCCCC1,O=C1CCCN1,313.15,3.380654480430826,Brouwer
15505,methylcyclohexane,2-pyrrolidone,CC1CCCCC1,O=C1CCCN1,323.15,3.306520334720247,Brouwer
15506,methylcyclohexane,2-pyrrolidone,CC1CCCCC1,O=C1CCCN1,333.15,3.2339614622862416,Brouwer
15507,methylcyclopentane,2-pyrrolidone,CC1CCCC1,O=C1CCCN1,303.15,3.2160718975354663,Brouwer
15508,methylcyclopentane,2-pyrrolidone,CC1CCCC1,O=C1CCCN1,313.15,3.1406980438041767,Brouwer
15509,methylcyclopentane,2-pyrrolidone,CC1CCCC1,O=C1CCCN1,323.15,3.069447311376272,Brouwer
15510,methylcyclopentane,2-pyrrolidone,CC1CCCC1,O=C1CCCN1,333.15,2.997231149677727,Brouwer
15511,n-Heptane,2-pyrrolidone,CCCCCCC,O=C1CCCN1,303.15,4.013134506796558,Brouwer
15512,n-Heptane,2-pyrrolidone,CCCCCCC,O=C1CCCN1,313.15,3.9084165098340335,Brouwer
15513,n-Heptane,2-pyrrolidone,CCCCCCC,O=C1CCCN1,323.15,3.8185910606355935,Brouwer
15514,n-Heptane,2-pyrrolidone,CCCCCCC,O=C1CCCN1,333.15,3.735763040012787,Brouwer
15515,n-Hexane,2-pyrrolidone,CCCCCC,O=C1CCCN1,303.15,3.750914845033389,Brouwer
15516,n-Hexane,2-pyrrolidone,CCCCCC,O=C1CCCN1,313.15,3.658677945380815,Brouwer
15517,n-Hexane,2-pyrrolidone,CCCCCC,O=C1CCCN1,323.15,3.572345637857985,Brouwer
15518,n-Hexane,2-pyrrolidone,CCCCCC,O=C1CCCN1,333.15,3.4998353515591547,Brouwer
15519,n-Octane,2-pyrrolidone,CCCCCCCC,O=C1CCCN1,303.15,4.294969802105708,Brouwer
15520,n-Octane,2-pyrrolidone,CCCCCCCC,O=C1CCCN1,313.15,4.187075661479786,Brouwer
15521,n-Octane,2-pyrrolidone,CCCCCCCC,O=C1CCCN1,323.15,4.098834467494953,Brouwer
15522,n-Octane,2-pyrrolidone,CCCCCCCC,O=C1CCCN1,333.15,4.0069694827371,Brouwer
15523,n-Pentane,2-pyrrolidone,CCCCC,O=C1CCCN1,303.15,3.4600950229096408,Brouwer
15524,n-Pentane,2-pyrrolidone,CCCCC,O=C1CCCN1,313.15,3.377246160839642,Brouwer
15525,n-Pentane,2-pyrrolidone,CCCCC,O=C1CCCN1,323.15,3.3120018028576843,Brouwer
15526,n-Pentane,2-pyrrolidone,CCCCC,O=C1CCCN1,333.15,3.2359295794340284,Brouwer
15527,o-Xylene,2-pyrrolidone,Cc1ccccc1C,O=C1CCCN1,303.15,1.6660072639219947,Brouwer
15528,o-Xylene,2-pyrrolidone,Cc1ccccc1C,O=C1CCCN1,313.15,1.655175804107954,Brouwer
15529,o-Xylene,2-pyrrolidone,Cc1ccccc1C,O=C1CCCN1,323.15,1.6482739362192986,Brouwer
15530,o-Xylene,2-pyrrolidone,Cc1ccccc1C,O=C1CCCN1,333.15,1.6397731122301733,Brouwer
15531,p-Xylene,2-pyrrolidone,Cc1ccc(C)cc1,O=C1CCCN1,303.15,1.8038527169154384,Brouwer
15532,p-Xylene,2-pyrrolidone,Cc1ccc(C)cc1,O=C1CCCN1,313.15,1.7934247485471162,Brouwer
15533,p-Xylene,2-pyrrolidone,Cc1ccc(C)cc1,O=C1CCCN1,323.15,1.7796868879937855,Brouwer
15534,p-Xylene,2-pyrrolidone,Cc1ccc(C)cc1,O=C1CCCN1,333.15,1.7690024821054389,Brouwer
15535,tert-Amyl methyl ether,2-pyrrolidone,CCC(C)(C)OC,O=C1CCCN1,303.15,2.3702437414678603,Brouwer
15536,tert-Amyl methyl ether,2-pyrrolidone,CCC(C)(C)OC,O=C1CCCN1,313.15,2.334083760053417,Brouwer
15537,tert-Amyl methyl ether,2-pyrrolidone,CCC(C)(C)OC,O=C1CCCN1,323.15,2.2964664119858686,Brouwer
15538,tert-Amyl methyl ether,2-pyrrolidone,CCC(C)(C)OC,O=C1CCCN1,333.15,2.269441874400792,Brouwer
15539,Benzene,Furfuryl amine,c1ccccc1,NCc1ccco1,300.15,0.8329091229351039,Brouwer
15540,Cyclohexane,Furfuryl amine,C1CCCCC1,NCc1ccco1,300.15,2.2082744135228043,Brouwer
15541,cyclohexene,Furfuryl amine,C1=CCCCC1,NCc1ccco1,300.15,1.7047480922384253,Brouwer
15542,methylcyclopentane,Furfuryl amine,CC1CCCC1,NCc1ccco1,300.15,2.19722457733622,Brouwer
15543,n-Heptane,Furfuryl amine,CCCCCCC,NCc1ccco1,300.15,2.772588722239781,Brouwer
15544,n-Hexane,Furfuryl amine,CCCCCC,NCc1ccco1,300.15,2.624668592163159,Brouwer
15545,n-Pentane,Furfuryl amine,CCCCC,NCc1ccco1,300.15,2.4423470353692043,Brouwer
15546,1-Chlorobutane,2-Dodecanone,CCCCCl,CCCCCCCCCCC(C)=O,306.95,-0.1625189294977749,Brouwer
15547,1-Chlorobutane,2-Dodecanone,CCCCCl,CCCCCCCCCCC(C)=O,315.65,-0.1053605156578262,Brouwer
15548,1-Chlorobutane,2-Dodecanone,CCCCCl,CCCCCCCCCCC(C)=O,324.85,-0.1392620673335076,Brouwer
15549,1-Chloropentane,2-Dodecanone,CCCCCCl,CCCCCCCCCCC(C)=O,324.85,-0.1053605156578262,Brouwer
